id,name,price,view,city,marka,model,year,type,color,litre,weight,fuel,travel,engine,cat12,cat13
"120","LADA (VAZ) 2107, 1.5 L, 2006 il, 250 000 km","6 000 AZN","952","Gəncə","LADA (VAZ)","2107","2006","Sedan","Tünd qırmızı","1.5 L","72 a.g.","Benzin","250 000 km","Mexaniki","Arxa","Xeyr"
"121","Nissan X-Trail, 2.0 L, 2002 il, 220 000 km","11 700 AZN","1822","Gəncə","Nissan","X-Trail","2002","Offroader / SUV","Boz","2.0 L","140 a.g.","Benzin","220 000 km","Avtomat","Tam","Xeyr"
"122","Suzuki GSX-R 1000, 1.0 L, 2009 il, 24 000 km","9 100 AZN","795","Gəncə","Suzuki","GSX-R 1000","2009","Motosiklet","Qara","1.0 L","185 a.g.","Benzin","24 000 km","Mexaniki","Arxa","Xeyr"
"123","LADA (VAZ) 2106, 1.6 L, 1992 il, 254 894 km","4 099 AZN","1976","Gəncə","LADA (VAZ)","2106","1992","Sedan","Qara","1.6 L","75 a.g.","Benzin","254 894 km","Mexaniki","Arxa","Xeyr"
"124","Kia Optima, 2.4 L, 2012 il, 115 000 km","18 500 AZN","663","Gəncə","Kia","Optima","2012","Sedan","Yaş Asfalt","2.4 L","180 a.g.","Benzin","115 000 km","Avtomat","Ön","Xeyr"
"125","LADA (VAZ) Niva, 1.7 L, 2011 il, 211 088 km","8 750 AZN","279","Gəncə","LADA (VAZ)","Niva","2011","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","211 088 km","Mexaniki","Tam","Xeyr"
"126","Opel Astra, 1.6 L, 1999 il, 230 000 km","7 700 AZN","1119","Gəncə","Opel","Astra","1999","Universal","Boz","1.6 L","101 a.g.","Benzin","230 000 km","Mexaniki","Ön","Xeyr"
"127","Opel Astra, 1.4 L, 2009 il, 197 000 km","12 200 AZN","403","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qəhvəyi","1.4 L","90 a.g.","Benzin","197 000 km","Mexaniki","Ön","Xeyr"
"128","LADA (VAZ) 2106, 1.3 L, 1992 il, 12 145 km","3 800 AZN","1214","Gəncə","LADA (VAZ)","2106","1992","Sedan","Ağ","1.3 L","65 a.g.","Benzin","12 145 km","Mexaniki","Arxa","Xeyr"
"129","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3555","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"130","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5671","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"131","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8602","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"132","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1440","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"133","LADA (VAZ) 2107, 1.5 L, 2011 il, 93 000 km","10 700 AZN","9279","Gəncə","LADA (VAZ)","2107","2011","Sedan","Yaş Asfalt","1.5 L","65 a.g.","Benzin","93 000 km","Mexaniki","Ön","Xeyr"
"134","GAZ 3110, 2.4 L, 2002 il, 150 000 km","5 000 AZN","5810","Gəncə","GAZ","3110","2002","Sedan","Mavi","2.4 L","131 a.g.","Benzin","150 000 km","Mexaniki","Arxa","Xeyr"
"135","Mercedes S 500, 4.7 L, 2011 il, 108 000 km","33 500 $","717","Gəncə","Mercedes","S 500","2011","Sedan","Qara","4.7 L","435 a.g.","Benzin","108 000 km","Avtomat","Tam","Xeyr"
"136","Opel Astra, 1.3 L, 2008 il, 188 000 km","12 000 AZN","6500","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Qara","1.3 L","90 a.g.","Dizel","188 000 km","Mexaniki","Ön","Xeyr"
"137","Opel Astra, 1.3 L, 2006 il, 260 000 km","10 800 AZN","320","Gəncə","Opel","Astra","2006","Universal","Gümüşü","1.3 L","90 a.g.","Dizel","260 000 km","Mexaniki","Ön","Xeyr"
"138","Kia Sorento, 2.2 L, 2013 il, 175 km","35 300 AZN","647","Gəncə","Kia","Sorento","2013","Offroader / SUV","Ağ","2.2 L","197 a.g.","Dizel","175 km","Avtomat","Tam","Xeyr"
"139","LADA (VAZ) Priora, 1.6 L, 2012 il, 256 775 km","9 400 AZN","1925","Gəncə","LADA (VAZ)","Priora","2012","Sedan","Yaş Asfalt","1.6 L","106 a.g.","Benzin","256 775 km","Mexaniki","Ön","Xeyr"
"140","Volkswagen Passat, 1.8 L, 2002 il, 321 540 km","7 200 AZN","717","Gəncə","Volkswagen","Passat","2002","Sedan","Göy","1.8 L","170 a.g.","Benzin","321 540 km","Avtomat","Ön","Xeyr"
"141","LADA (VAZ) Niva, 1.7 L, 2014 il, 150 000 km","9 500 AZN","488","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","150 000 km","Mexaniki","Tam","Xeyr"
"142","LADA (VAZ) Niva, 1.7 L, 2015 il, 61 000 km","11 500 AZN","454","Gəncə","LADA (VAZ)","Niva","2015","Offroader / SUV","Yaşıl","1.7 L","80 a.g.","Benzin","61 000 km","Mexaniki","Tam","Xeyr"
"143","LADA (VAZ) 2109, 1.5 L, 1992 il, 1 650 000 km","3 250 AZN","1485","Gəncə","LADA (VAZ)","2109","1992","Hetçbek / Liftbek","Ağ","1.5 L","76 a.g.","Benzin","1 650 000 km","Mexaniki","Tam","Xeyr"
"144","Tofas Kartal, 1.6 L, 2002 il, 25 060 km","6 500 AZN","558","Gəncə","Tofas","Kartal","2002","Universal","Göy","1.6 L","86 a.g.","Benzin","25 060 km","Mexaniki","Arxa","Xeyr"
"145","Mercedes E 220, 2.2 L, 2000 il, 242 000 km","16 700 AZN","1646","Gəncə","Mercedes","E 220","2000","Sedan","Qızılı","2.2 L","190 a.g.","Dizel","242 000 km","Avtomat","Arxa","Xeyr"
"146","LADA (VAZ) Niva, 1.7 L, 2018 il, 54 300 km","15 200 AZN","237","Gəncə","LADA (VAZ)","Niva","2018","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","54 300 km","Mexaniki","Tam","Xeyr"
"147","Opel Vectra, 1.6 L, 1996 il, 480 855 km","5 800 AZN","462","Gəncə","Opel","Vectra","1996","Hetçbek / Liftbek","Qara","1.6 L","101 a.g.","Benzin","480 855 km","Mexaniki","Ön","Xeyr"
"148","Mercedes E 270, 2.7 L, 2000 il, 403 000 km","16 000 AZN","1134","Gəncə","Mercedes","E 270","2000","Sedan","Göy","2.7 L","170 a.g.","Dizel","403 000 km","Avtomat","Arxa","Xeyr"
"149","LADA (VAZ) 2115, 1.6 L, 2007 il, 68 000 km","8 400 AZN","340","Gəncə","LADA (VAZ)","2115","2007","Sedan","Gümüşü","1.6 L","80 a.g.","Benzin","68 000 km","Mexaniki","Ön","Xeyr"
"150","Hyundai Sonata, 1.6 L, 2014 il, 90 000 km","23 500 AZN","3166","Gəncə","Hyundai","Sonata","2014","Sedan","Ağ","1.6 L","181 a.g.","Benzin","90 000 km","Avtomat","Arxa","Xeyr"
"151","LADA (VAZ) 2106, 1.6 L, 1988 il, 947 612 km","3 100 AZN","1078","Gəncə","LADA (VAZ)","2106","1988","Sedan","Bej","1.6 L","75 a.g.","Benzin","947 612 km","Mexaniki","Arxa","Xeyr"
"152","Mercedes C 180, 1.8 L, 1997 il, 259 000 km","9 200 AZN","2939","Gəncə","Mercedes","C 180","1997","Sedan","Gümüşü","1.8 L","122 a.g.","Benzin","259 000 km","Avtomat","Arxa","Xeyr"
"153","Mercedes E 320, 3.2 L, 2002 il, 254 000 km","17 000 AZN","881","Gəncə","Mercedes","E 320","2002","Sedan","Gümüşü","3.2 L","224 a.g.","Benzin","254 000 km","Avtomat","Arxa","Xeyr"
"154","LADA (VAZ) 21011, 1.6 L, 1984 il, 750 000 km","2 500 AZN","2981","Gəncə","LADA (VAZ)","21011","1984","Sedan","Narıncı","1.6 L","75 a.g.","Benzin","750 000 km","Mexaniki","Arxa","Xeyr"
"155","GAZ 3110, 2.4 L, 2002 il, 150 000 km","5 000 AZN","5811","Gəncə","GAZ","3110","2002","Sedan","Mavi","2.4 L","131 a.g.","Benzin","150 000 km","Mexaniki","Arxa","Xeyr"
"156","Chevrolet Cruze, 1.4 L, 2013 il, 147 000 km","14 200 AZN","123","Gəncə","Chevrolet","Cruze","2013","Sedan","Boz","1.4 L","141 a.g.","Benzin","147 000 km","Avtomat","Ön","Xeyr"
"157","Mercedes Vito, 2.2 L, 2010 il, 218 000 km","34 400 AZN","1466","Gəncə","Mercedes","Vito","2010","Van","Ağ","2.2 L","122 a.g.","Dizel","218 000 km","Mexaniki","Arxa","Xeyr"
"158","Mercedes E 240, 2.4 L, 2000 il, 260 566 km","14 500 AZN","1797","Gəncə","Mercedes","E 240","2000","Sedan","Boz","2.4 L","170 a.g.","Benzin","260 566 km","Avtomat","Tam","Xeyr"
"159","LADA (VAZ) 2106, 1.6 L, 1993 il, 154 263 km","4 500 AZN","412","Gəncə","LADA (VAZ)","2106","1993","Sedan","Göy","1.6 L","75 a.g.","Benzin","154 263 km","Mexaniki","Arxa","Xeyr"
"160","Toyota Prado, 2.7 L, 2008 il, 184 840 km","28 700 AZN","1437","Gəncə","Toyota","Prado","2008","Offroader / SUV","Boz","2.7 L","167 a.g.","Benzin","184 840 km","Avtomat","Tam","Xeyr"
"161","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3360","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"162","Mercedes 190, 2.0 L, 1990 il, 253 000 km","6 500 AZN","1932","Gəncə","Mercedes","190","1990","Sedan","Boz","2.0 L","122 a.g.","Benzin","253 000 km","Avtomat","Arxa","Xeyr"
"163","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1442","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"164","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5672","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"165","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3556","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"166","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9560","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"167","Opel Astra, 1.4 L, 2009 il, 169 000 km","12 400 AZN","7530","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","169 000 km","Mexaniki","Ön","Xeyr"
"168","LADA (VAZ) Niva, 1.7 L, 2014 il, 110 000 km","12 900 AZN","7343","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Qəhvəyi","1.7 L","80 a.g.","Benzin","110 000 km","Mexaniki","Tam","Xeyr"
"169","Mercedes C 240, 2.4 L, 1998 il, 246 600 km","11 300 AZN","174","Gəncə","Mercedes","C 240","1998","Universal","Göy","2.4 L","170 a.g.","Benzin","246 600 km","Avtomat","Arxa","Xeyr"
"170","Great Wall Hover H5, 2.0 L, 2012 il, 241 100 km","14 500 AZN","3865","Gəncə","Great Wall","Hover H5","2012","Offroader / SUV","Göy","2.0 L","150 a.g.","Dizel","241 100 km","Avtomat","Tam","Xeyr"
"171","Mercedes E 200, 2.0 L, 1999 il, 361 100 km","13 000 AZN","7370","Gəncə","Mercedes","E 200","1999","Sedan","Gümüşü","2.0 L","136 a.g.","Benzin","361 100 km","Avtomat","Arxa","Xeyr"
"172","LADA (VAZ) 2107, 1.6 L, 2011 il, 59 661 km","7 500 AZN","761","Gəncə","LADA (VAZ)","2107","2011","Sedan","Tünd qırmızı","1.6 L","75 a.g.","Benzin","59 661 km","Mexaniki","Arxa","Xeyr"
"173","Mercedes E 240, 2.4 L, 2000 il, 242 000 km","15 200 AZN","278","Gəncə","Mercedes","E 240","2000","Sedan","Gümüşü","2.4 L","170 a.g.","Benzin","242 000 km","Avtomat","Arxa","Xeyr"
"174","Kia Optima, 1.6 L, 2015 il, 14 000 km","24 000 AZN","331","Gəncə","Kia","Optima","2015","Sedan","Yaş Asfalt","1.6 L","181 a.g.","Benzin","14 000 km","Avtomat","Ön","Xeyr"
"175","GAZ 2705, 2.3 L, 1997 il, 280 000 km","5 700 AZN","723","Gəncə","GAZ","2705","1997","Yük maşını","Boz","2.3 L","100 a.g.","Benzin","280 000 km","Mexaniki","Arxa","Xeyr"
"176","Opel Astra, 1.3 L, 2012 il, 443 000 km","12 600 AZN","2686","Gəncə","Opel","Astra","2012","Universal","Ağ","1.3 L","95 a.g.","Dizel","443 000 km","Mexaniki","Ön","Xeyr"
"177","Ford Fusion, 1.6 L, 2013 il, 21 700 km","16 800 AZN","441","Gəncə","Ford","Fusion","2013","Sedan","Ağ","1.6 L","181 a.g.","Benzin","21 700 km","Avtomat","Ön","Xeyr"
"178","Chevrolet Cruze, 1.4 L, 2014 il, 75 972 km","14 300 AZN","794","Gəncə","Chevrolet","Cruze","2014","Sedan","Boz","1.4 L","141 a.g.","Benzin","75 972 km","Avtomat","Ön","Xeyr"
"179","LADA (VAZ) Niva, 1.7 L, 2011 il, 173 000 km","9 300 AZN","196","Gəncə","LADA (VAZ)","Niva","2011","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","173 000 km","Mexaniki","Tam","Xeyr"
"180","Chevrolet Cruze, 1.4 L, 2014 il, 223 000 km","14 800 AZN","136","Gəncə","Chevrolet","Cruze","2014","Sedan","Qara","1.4 L","141 a.g.","Benzin","223 000 km","Avtomat","Ön","Xeyr"
"181","Chevrolet Cruze, 1.4 L, 2014 il, 150 000 km","14 700 AZN","163","Gəncə","Chevrolet","Cruze","2014","Sedan","Qəhvəyi","1.4 L","141 a.g.","Benzin","150 000 km","Avtomat","Ön","Xeyr"
"182","Nissan Teana, 2.3 L, 2006 il, 218 000 km","11 300 AZN","264","Gəncə","Nissan","Teana","2006","Sedan","Gümüşü","2.3 L","173 a.g.","Benzin","218 000 km","Avtomat","Ön","Xeyr"
"183","Mercedes E 320, 3.2 L, 2003 il, 159 000 km","15 500 AZN","332","Gəncə","Mercedes","E 320","2003","Sedan","Yaş Asfalt","3.2 L","224 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"184","Chevrolet Aveo, 1.4 L, 2011 il, 155 000 km","10 500 AZN","244","Gəncə","Chevrolet","Aveo","2011","Sedan","Ağ","1.4 L","100 a.g.","Benzin","155 000 km","Mexaniki","Ön","Xeyr"
"185","Mercedes Vito, 2.2 L, 2003 il, 591 000 km","14 500 AZN","4508","Gəncə","Mercedes","Vito","2003","Mikroavtobus","Ağ","2.2 L","122 a.g.","Dizel","591 000 km","Mexaniki","Ön","Xeyr"
"186","Shacman F3000, 12 L, 2012 il, 330 000 km","57 000 AZN","455","Gəncə","Shacman","F3000","2012","Yük maşını","Qırmızı","12 L","375 a.g.","Dizel","330 000 km","Mexaniki","Arxa","Xeyr"
"187","KamAz 55111, 11 L, 1988 il, 300 000 km","14 500 AZN","5705","Gəncə","KamAz","55111","1988","Yük maşını","Yaş Asfalt","11 L","191 a.g.","Dizel","300 000 km","Mexaniki","Arxa","Xeyr"
"188","Mercedes C 250, 2.5 L, 2008 il, 248 000 km","19 000 AZN","616","Gəncə","Mercedes","C 250","2008","Sedan","Qara","2.5 L","204 a.g.","Benzin","248 000 km","Avtomat","Arxa","Xeyr"
"189","Hyundai Elantra, 1.8 L, 2013 il, 160 934 km","18 600 AZN","586","Gəncə","Hyundai","Elantra","2013","Sedan","Qara","1.8 L","150 a.g.","Benzin","160 934 km","Avtomat","Ön","Xeyr"
"190","Hyundai Terracan, 2.9 L, 2004 il, 125 000 km","11 000 AZN","1449","Gəncə","Hyundai","Terracan","2004","Offroader / SUV","Gümüşü","2.9 L","163 a.g.","Dizel","125 000 km","Avtomat","Tam","Xeyr"
"191","Ford Focus, 1.6 L, 2014 il, 126 000 km","14 400 AZN","1305","Gəncə","Ford","Focus","2014","Sedan","Ağ","1.6 L","125 a.g.","Benzin","126 000 km","Avtomat","Ön","Xeyr"
"192","Hyundai Sonata, 2.4 L, 2015 il, 96 000 km","23 500 AZN","600","Gəncə","Hyundai","Sonata","2015","Sedan","Ağ","2.4 L","185 a.g.","Benzin","96 000 km","Avtomat","Ön","Xeyr"
"193","Toyota Corolla, 1.4 L, 2007 il, 200 107 km","13 500 AZN","4055","Gəncə","Toyota","Corolla","2007","Hetçbek / Liftbek","Gümüşü","1.4 L","97 a.g.","Dizel","200 107 km","Mexaniki","Ön","Xeyr"
"194","Nissan Patrol, 5.6 L, 2011 il, 191 000 km","34 900 $","9681","Gəncə","Nissan","Patrol","2011","Offroader / SUV","Ağ","5.6 L","405 a.g.","Benzin","191 000 km","Avtomat","Tam","Xeyr"
"195","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9561","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"196","Volkswagen Passat, 1.8 L, 2002 il, 321 540 km","7 200 AZN","718","Gəncə","Volkswagen","Passat","2002","Sedan","Göy","1.8 L","170 a.g.","Benzin","321 540 km","Avtomat","Ön","Xeyr"
"197","GAZ 3110, 2.4 L, 2002 il, 150 000 km","5 000 AZN","5812","Gəncə","GAZ","3110","2002","Sedan","Mavi","2.4 L","131 a.g.","Benzin","150 000 km","Mexaniki","Arxa","Xeyr"
"198","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3361","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"199","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1443","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"200","Opel Astra, 1.4 L, 2009 il, 169 000 km","12 400 AZN","7531","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","169 000 km","Mexaniki","Ön","Xeyr"
"201","Chevrolet Cruze, 1.6 L, 2012 il, 100 000 km","10 500 AZN","2868","Gəncə","Chevrolet","Cruze","2012","Sedan","Ağ","1.6 L","124 a.g.","Benzin","100 000 km","Mexaniki","Ön","Xeyr"
"202","Toyota Prius, 1.5 L, 2008 il, 292 901 km","13 300 AZN","623","Gəncə","Toyota","Prius","2008","Hetçbek / Liftbek","Qara","1.5 L","76 a.g.","Hibrid","292 901 km","Variator","Ön","Xeyr"
"203","LADA (VAZ) Priora, 1.6 L, 2013 il, 241 015 km","10 700 AZN","531","Gəncə","LADA (VAZ)","Priora","2013","Hetçbek / Liftbek","Ağ","1.6 L","106 a.g.","Benzin","241 015 km","Robotlaşdırılmış","Ön","Xeyr"
"204","Volkswagen Touareg, 3.6 L, 2007 il, 140 000 km","27 500 AZN","675","Gəncə","Volkswagen","Touareg","2007","Offroader / SUV","Qara","3.6 L","280 a.g.","Benzin","140 000 km","Avtomat","Ön","Xeyr"
"205","LADA (VAZ) 2107, 1.5 L, 1999 il, 13 333 km","4 300 AZN","1340","Gəncə","LADA (VAZ)","2107","1999","Sedan","Bənövşəyi","1.5 L","65 a.g.","Benzin","13 333 km","Mexaniki","Arxa","Xeyr"
"206","Mercedes E 200, 2.0 L, 1991 il, 258 963 km","7 500 AZN","654","Gəncə","Mercedes","E 200","1991","Sedan","Tünd qırmızı","2.0 L","75 a.g.","Dizel","258 963 km","Mexaniki","Arxa","Xeyr"
"207","Opel Vectra, 2.0 L, 1999 il, 190 000 km","7 700 AZN","2457","Gəncə","Opel","Vectra","1999","Sedan","Gümüşü","2.0 L","136 a.g.","Benzin","190 000 km","Avtomat","Ön","Xeyr"
"208","LADA (VAZ) 2107, 1.6 L, 2008 il, 80 189 km","6 300 AZN","889","Gəncə","LADA (VAZ)","2107","2008","Sedan","Ağ","1.6 L","75 a.g.","Benzin","80 189 km","Mexaniki","Arxa","Xeyr"
"209","Mercedes Vito, 2.2 L, 2000 il, 833 200 km","15 000 AZN","589","Gəncə","Mercedes","Vito","2000","Mikroavtobus","Gümüşü","2.2 L","122 a.g.","Dizel","833 200 km","Mexaniki","Ön","Xeyr"
"210","Hyundai Sonata, 1.6 L, 2015 il, 96 561 km","23 500 AZN","422","Gəncə","Hyundai","Sonata","2015","Sedan","Gümüşü","1.6 L","181 a.g.","Benzin","96 561 km","Avtomat","Ön","Xeyr"
"211","LADA (VAZ) 2107, 1.6 L, 2005 il, 243 458 km","4 950 AZN","897","Gəncə","LADA (VAZ)","2107","2005","Sedan","Ağ","1.6 L","75 a.g.","Benzin","243 458 km","Mexaniki","Arxa","Xeyr"
"212","LADA (VAZ) Niva, 1.7 L, 1980 il, 13 000 km","3 200 AZN","1121","Gəncə","LADA (VAZ)","Niva","1980","Offroader / SUV","Ağ","1.7 L","75 a.g.","Benzin","13 000 km","Mexaniki","Arxa","Xeyr"
"213","LADA (VAZ) 2107, 1.6 L, 2010 il, 86 000 km","6 300 AZN","1191","Gəncə","LADA (VAZ)","2107","2010","Sedan","Qara","1.6 L","75 a.g.","Benzin","86 000 km","Mexaniki","Arxa","Xeyr"
"214","BMW 318, 1.8 L, 1994 il, 456 083 km","4 500 AZN","3640","Gəncə","BMW","318","1994","Sedan","Göy","1.8 L","140 a.g.","Benzin","456 083 km","Avtomat","Arxa","Xeyr"
"215","LADA (VAZ) 2106, 1.3 L, 1984 il, 44 657 km","3 800 AZN","445","Gəncə","LADA (VAZ)","2106","1984","Sedan","Qırmızı","1.3 L","65 a.g.","Benzin","44 657 km","Mexaniki","Arxa","Xeyr"
"216","Opel Vectra, 1.8 L, 1997 il, 200 000 km","4 800 AZN","1819","Gəncə","Opel","Vectra","1997","Sedan","Gümüşü","1.8 L","125 a.g.","Benzin","200 000 km","Avtomat","Ön","Xeyr"
"217","Mercedes E 350, 3.5 L, 2006 il, 292 000 km","20 000 AZN","693","Gəncə","Mercedes","E 350","2006","Sedan","Qara","3.5 L","272 a.g.","Benzin","292 000 km","Avtomat","Arxa","Xeyr"
"218","Chevrolet Cruze, 1.4 L, 2015 il, 100 000 km","17 300 AZN","194","Gəncə","Chevrolet","Cruze","2015","Sedan","Ağ","1.4 L","141 a.g.","Benzin","100 000 km","Avtomat","Ön","Xeyr"
"219","Hyundai Sonata, 2.4 L, 2007 il, 143 100 km","17 500 AZN","565","Gəncə","Hyundai","Sonata","2007","Sedan","Qara","2.4 L","178 a.g.","Benzin","143 100 km","Avtomat","Ön","Xeyr"
"220","Opel Astra, 1.4 L, 2010 il, 255 400 km","12 500 AZN","294","Gəncə","Opel","Astra","2010","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","255 400 km","Mexaniki","Ön","Xeyr"
"221","Mercedes C 180, 1.8 L, 1996 il, 225 000 km","7 800 AZN","846","Gəncə","Mercedes","C 180","1996","Sedan","Göy","1.8 L","122 a.g.","Benzin","225 000 km","Avtomat","Arxa","Xeyr"
"222","Ford Transit, 2.5 L, 1992 il, 300 000 km","14 000 AZN","1119","Gəncə","Ford","Transit","1992","Yük maşını","Gümüşü","2.5 L","85 a.g.","Dizel","300 000 km","Mexaniki","Arxa","Xeyr"
"223","Kia Cadenza, 3.5 L, 2013 il, 207 000 km","29 000 AZN","336","Gəncə","Kia","Cadenza","2013","Sedan","Yaş Asfalt","3.5 L","290 a.g.","Benzin","207 000 km","Avtomat","Ön","Xeyr"
"224","Opel Astra, 1.3 L, 2007 il, 219 000 km","11 500 AZN","349","Gəncə","Opel","Astra","2007","Hetçbek / Liftbek","Mavi","1.3 L","90 a.g.","Dizel","219 000 km","Mexaniki","Ön","Xeyr"
"225","GAZ 3110, 2.4 L, 2002 il, 150 000 km","5 000 AZN","5813","Gəncə","GAZ","3110","2002","Sedan","Mavi","2.4 L","131 a.g.","Benzin","150 000 km","Mexaniki","Arxa","Xeyr"
"226","Ford Transit, 2.2 L, 2012 il, 195 000 km","18 900 AZN","1530","Gəncə","Ford","Transit","2012","Furqon","Qırmızı","2.2 L","125 a.g.","Dizel","195 000 km","Mexaniki","Ön","Xeyr"
"227","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5673","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"228","Mercedes 190, 2.0 L, 1990 il, 253 000 km","6 500 AZN","1933","Gəncə","Mercedes","190","1990","Sedan","Boz","2.0 L","122 a.g.","Benzin","253 000 km","Avtomat","Arxa","Xeyr"
"229","LADA (VAZ) Niva, 1.7 L, 2014 il, 110 000 km","12 900 AZN","7345","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Qəhvəyi","1.7 L","80 a.g.","Benzin","110 000 km","Mexaniki","Tam","Xeyr"
"230","Chevrolet Cruze, 1.4 L, 2011 il, 177 028 km","13 800 AZN","1277","Gəncə","Chevrolet","Cruze","2011","Sedan","Mavi","1.4 L","141 a.g.","Benzin","177 028 km","Avtomat","Ön","Xeyr"
"231","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3362","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"232","Opel Astra, 1.4 L, 2005 il, 175 200 km","11 100 AZN","1892","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","175 200 km","Mexaniki","Ön","Xeyr"
"233","Kia Ceed, 1.6 L, 2007 il, 135 000 km","14 500 AZN","2851","Gəncə","Kia","Ceed","2007","Universal","Ağ","1.6 L","132 a.g.","Dizel","135 000 km","Mexaniki","Ön","Xeyr"
"234","DAF 95XF, 12 L, 2005 il, 813 309 km","49 000 AZN","491","Gəncə","DAF","95XF","2005","Dartqı","Ağ","12 L","480 a.g.","Dizel","813 309 km","Mexaniki","Arxa","Xeyr"
"235","Hyundai H-1, 2.5 L, 2012 il, 218 000 km","23 000 AZN","376","Gəncə","Hyundai","H-1","2012","Minivan","Ağ","2.5 L","170 a.g.","Dizel","218 000 km","Mexaniki","Ön","Xeyr"
"236","LADA (VAZ) 2106, 1.6 L, 1983 il, 85 000 km","3 100 AZN","537","Gəncə","LADA (VAZ)","2106","1983","Sedan","Bej","1.6 L","75 a.g.","Benzin","85 000 km","Mexaniki","Arxa","Xeyr"
"237","LADA (VAZ) 2115, 1.5 L, 2008 il, 140 km","7 500 AZN","1552","Gəncə","LADA (VAZ)","2115","2008","Sedan","Göy","1.5 L","78 a.g.","Benzin","140 km","Mexaniki","Ön","Xeyr"
"238","Chevrolet Cruze, 1.4 L, 2012 il, 25 400 km","14 800 AZN","224","Gəncə","Chevrolet","Cruze","2012","Sedan","Tünd qırmızı","1.4 L","141 a.g.","Benzin","25 400 km","Avtomat","Ön","Xeyr"
